月份/地点,站点4预测,站点4实际
9.0,114.613,213.0
30.0,158.497,215.0
25.0,99.8396,175.0
12.0,116.886,118.0
39.0,152.331,155.0
6.0,165.192,171.0
20.0,177.657,179.0
14.0,77.1642,76.0
47.0,131.699,118.0
27.0,279.067,283.0
8.0,133.662,125.0
33.0,177.753,262.0
38.0,165.723,171.0
17.0,201.613,207.0
22.0,152.741,119.0
45.0,141.13,120.0
29.0,180.52,138.0
42.0,131.532,149.0
43.0,127.664,186.0
13.0,103.287,101.0
37.0,180.678,153.0
5.0,165.042,200.0
44.0,139.83,174.0
11.0,141.045,106.0
7.0,151.312,131.0
26.0,210.06,208.0
19.0,162.333,249.0
48.0,115.156,114.0
31.0,156.609,303.0
15.0,138.326,141.0
28.0,244.031,243.0
34.0,179.949,246.0
41.0,125.9,173.0
21.0,160.689,176.0
40.0,135.432,150.0
35.0,173.23,318.0
23.0,132.104,102.0
32.0,184.226,209.0
18.0,200.116,208.0
36.0,192.665,252.0
24.0,101.843,43.0
16.0,171.661,144.0
46.0,123.319,186.0
10.0,140.704,155.0
